epoch,train_loss,val_loss,val_precision,val_recall,val_f1,fold
1,0.01380030607931877,0.006341222389892209,0.0,0.0,0.0,4
2,0.004096815961979056,0.00264541218712111,0.08556849509477615,0.053787317126989365,0.06605388224124908,4
3,0.0017989910778144274,0.0012232417047925992,0.401498943567276,0.09252405911684036,0.15039099752902985,4
4,0.0008974028217089208,0.000648641375846637,0.721477746963501,0.1638292670249939,0.26702409982681274,4
5,0.0005011387730947812,0.0003843960562335269,0.7664540410041809,0.405131995677948,0.5300763249397278,4
6,0.0003037733566028192,0.00024189473242586246,0.7603722214698792,0.6451188325881958,0.6980199217796326,4
7,0.00019511226111523084,0.00016097583102236968,0.722801685333252,0.7409326434135437,0.7317547798156738,4
8,0.00013122288526768588,0.00010796525987188943,0.760955810546875,0.6626367568969727,0.708401083946228,4
9,9.136931747365286e-05,8.193446694804152e-05,0.6970189213752747,0.7057324051856995,0.7013485431671143,4
10,6.575177463361562e-05,6.0175485600666434e-05,0.7221934795379639,0.8036845326423645,0.7607629299163818,4
11,4.897481569741614e-05,4.487939037289834e-05,0.9105350971221924,0.6269429922103882,0.7425842881202698,4
12,3.648292976196577e-05,3.729715515987664e-05,0.7211740016937256,0.8770458102226257,0.7915088534355164,4
13,3.0567111847338093e-05,3.032979398653879e-05,0.7255476713180542,0.8553335070610046,0.7851130962371826,4
14,2.2824155443894183e-05,2.1250098754421742e-05,0.8065330386161804,0.8670943379402161,0.8357179164886475,4
15,1.8501148714088927e-05,2.7644325570008732e-05,0.6928681135177612,0.8916851878166199,0.7798036932945251,4
16,1.5444055930226094e-05,1.4050948550448084e-05,0.9108016490936279,0.7961180806159973,0.8496071696281433,4
17,1.2618923934789784e-05,1.0758374990871289e-05,0.9416385293006897,0.8479315638542175,0.892331600189209,4
18,1.3191342333776875e-05,1.773664658344387e-05,0.8035697937011719,0.7220166325569153,0.7606134414672852,4
19,1.2282115945683452e-05,1.0552703535893215e-05,0.8600860238075256,0.8549222946166992,0.8574963808059692,4
20,9.538115865530853e-06,1.0888302490741353e-05,0.8174455761909485,0.9048441648483276,0.8589272499084473,4
21,7.79680870169413e-06,6.13258724868615e-06,0.9377080202102661,0.9037749767303467,0.9204287528991699,4
22,7.1907635837689725e-06,8.931703170844685e-06,0.8523197174072266,0.9322312474250793,0.8904862403869629,4
23,6.797984331047309e-06,5.3493879015320545e-06,0.9400051236152649,0.9084628820419312,0.9239647388458252,4
24,5.9140538668274555e-06,6.264329964977833e-06,0.8982943296432495,0.9312443733215332,0.9144725799560547,4
25,5.5721691651039916e-06,5.8200056223256524e-06,0.9108718633651733,0.9254050254821777,0.9180809259414673,4
26,1.0033001644253104e-05,6.081441512151287e-06,0.9030013680458069,0.9180031418800354,0.9104403853416443,4
27,6.070777543668945e-06,4.029217759438097e-06,0.959934651851654,0.9182498455047607,0.9386295676231384,4
28,5.923201727800947e-06,4.273300376667066e-06,0.9513651728630066,0.9170162081718445,0.9338749051094055,4
29,5.243902389470676e-06,3.704381706270965e-06,0.9480670094490051,0.9398799538612366,0.943955659866333,4
30,4.763853748134419e-06,3.924781324826654e-06,0.9649433493614197,0.8964552879333496,0.9294392466545105,4
31,4.419608581332837e-06,3.4206412333759317e-06,0.9585838913917542,0.930833101272583,0.9445046186447144,4
32,4.341595366188282e-06,3.3300127544322322e-06,0.9670612215995789,0.9272143840789795,0.9467186331748962,4
33,4.2369802353860884e-06,4.091154787388973e-06,0.9637745022773743,0.8971132636070251,0.9292498826980591,4
34,4.413912651950664e-06,3.5735215817567223e-06,0.9650252461433411,0.91224604845047,0.9378936290740967,4
35,4.268365928518285e-06,3.570090978399776e-06,0.9576536417007446,0.9318200349807739,0.944560170173645,4
36,5.379175173448665e-06,3.866096573545974e-06,0.9525479078292847,0.9162760376930237,0.9340599179267883,4
37,4.666749644085889e-06,3.363429090796899e-06,0.9689024686813354,0.9147956371307373,0.9410719275474548,4
38,4.072934645664359e-06,3.195281445655951e-06,0.9730222225189209,0.9225265383720398,0.9471017122268677,4
39,3.870600431421842e-06,2.9908008905010774e-06,0.9559669494628906,0.9427584409713745,0.949316680431366,4
40,3.7570248801727712e-06,3.1258911548093238e-06,0.9700413346290588,0.9267209768295288,0.9478864073753357,4
41,3.8275169359007114e-06,2.960097702953135e-06,0.9470826387405396,0.9611810445785522,0.9540797472000122,4
42,3.6227310593283415e-06,3.217040621450451e-06,0.9793024659156799,0.9144666790962219,0.9457746148109436,4
43,3.689002507333071e-06,3.1771760724552678e-06,0.9735144972801208,0.9310798645019531,0.9518243670463562,4
44,4.466561755210273e-06,2.9591633925463157e-06,0.9600366950035095,0.946377158164978,0.9531579613685608,4
45,3.499267842453137e-06,2.800824645987632e-06,0.9617495536804199,0.9512295126914978,0.9564605355262756,4
46,3.393046439479434e-06,2.9870178970270445e-06,0.9693676829338074,0.9317377805709839,0.9501802921295166,4
47,3.3727655454481346e-06,2.92541308510863e-06,0.9722484946250916,0.9306686520576477,0.9510042071342468,4
48,3.301810988568593e-06,2.9913296817341006e-06,0.953185498714447,0.9511473178863525,0.9521652460098267,4
49,3.3211010347120134e-06,3.0539196114176548e-06,0.9683265686035156,0.9403733611106873,0.9541451930999756,4
50,3.240098629642102e-06,3.1564773905756738e-06,0.9779923558235168,0.9246648550033569,0.9505811929702759,4
51,3.2158549797897103e-06,3.079528909211149e-06,0.9756735563278198,0.9203059673309326,0.9471812844276428,4
52,7.613549918828133e-06,8.388858638852525e-06,0.8547754287719727,0.8781149983406067,0.8662880063056946,4
53,5.554807748069877e-06,3.816440772297369e-06,0.9449280500411987,0.9285303354263306,0.9366573691368103,4
54,3.841185118541678e-06,3.0348635871035867e-06,0.9563187956809998,0.9434986710548401,0.9498654007911682,4
55,3.479730618825165e-06,2.7657087056098817e-06,0.9601836204528809,0.9460482001304626,0.9530633687973022,4
56,3.3191457312062158e-06,2.7419025574459965e-06,0.9570212364196777,0.9522987008094788,0.9546540975570679,4
57,3.1634132064793795e-06,2.702276052701791e-06,0.9611811637878418,0.9530389308929443,0.9570926427841187,4
58,3.1140663736550778e-06,2.8314946831642374e-06,0.9726097583770752,0.9345340728759766,0.9531918168067932,4
59,3.1241222349755955e-06,3.040598306469633e-06,0.978784441947937,0.9258162975311279,0.9515637755393982,4
60,3.1369031079255736e-06,2.7126234947161265e-06,0.9585984349250793,0.9540258049964905,0.9563065767288208,4
61,3.026716263702328e-06,3.884089119665646e-06,0.9841371178627014,0.8878197073936462,0.9335004687309265,4
62,3.0362964108126535e-06,2.868381493215111e-06,0.9520249962806702,0.9531211256980896,0.9525727033615112,4
63,3.4642447415363546e-06,2.7884543509770765e-06,0.9710589051246643,0.9382350444793701,0.9543647766113281,4
64,2.9506688663041483e-06,2.902671661253464e-06,0.9590177536010742,0.9411135911941528,0.9499812126159668,4
65,2.932513583937737e-06,2.7041526031723606e-06,0.9725144505500793,0.9428406953811646,0.9574476480484009,4
66,2.884605852962215e-06,2.873420392290882e-06,0.9792634844779968,0.9360144734382629,0.9571506381034851,4
67,2.9545867848129377e-06,2.9170658404353844e-06,0.9773299694061279,0.9254050254821777,0.950658917427063,4
68,6.333112288528183e-06,2.985949098643914e-06,0.953728973865509,0.9476107954978943,0.950659990310669,4
69,3.3660466449765327e-06,2.7097471750892055e-06,0.9777166247367859,0.9346163272857666,0.9556806683540344,4
70,2.9764312808214568e-06,2.5849294340574147e-06,0.9736440777778625,0.9448967576026917,0.9590549468994141,4
71,2.9327448715463783e-06,2.423244865212837e-06,0.9668111801147461,0.953532338142395,0.9601258039474487,4
72,2.7582775892019266e-06,2.5354776527208855e-06,0.973690927028656,0.9435808658599854,0.9583993554115295,4
73,2.965359701671577e-06,2.3423296120483883e-06,0.9609664082527161,0.961756706237793,0.9613614082336426,4
74,3.7115460876984464e-06,2.8194726962027516e-06,0.9625713229179382,0.94333416223526,0.9528555870056152,4
75,3.190731980863513e-06,2.5804962664466302e-06,0.9777873158454895,0.9340406060218811,0.9554134011268616,4
76,2.871011735603664e-06,2.495838306693088e-06,0.9679786562919617,0.954683780670166,0.9612851738929749,4
77,2.788551269463545e-06,2.671519366614916e-06,0.9815632104873657,0.9326424598693848,0.9564776420593262,4
78,2.741377980148265e-06,2.629140936960539e-06,0.9645288586616516,0.9437453746795654,0.9540239572525024,4
79,2.686778367941071e-06,2.551029090192003e-06,0.9672666192054749,0.9502426385879517,0.9586789608001709,4
80,2.8790952606015067e-06,2.4683437489514404e-06,0.9778953790664673,0.9423472285270691,0.9597922563552856,4
81,2.8928297935489244e-06,3.135455134639642e-06,0.9742666482925415,0.91232830286026,0.942280650138855,4
82,2.6112558531157896e-06,2.6989256287635044e-06,0.9843709468841553,0.9323957562446594,0.9576786756515503,4
83,2.6434432255095864e-06,2.4635382143145534e-06,0.9744201898574829,0.9398799538612366,0.9568383693695068,4
84,2.7110207258251783e-06,2.9002122863275304e-06,0.9791737794876099,0.9396331906318665,0.9589959979057312,4
85,2.5690765858681577e-06,2.6203335075081213e-06,0.9750487804412842,0.9448967576026917,0.9597359895706177,4
86,2.662488021070759e-06,3.006867975052785e-06,0.9753686189651489,0.9411958456039429,0.9579775333404541,4
87,2.5352113318353227e-06,2.835286164071249e-06,0.9779386520385742,0.9442388415336609,0.9607932567596436,4
88,3.3821283362663204e-06,7.508016123480843e-06,0.8947100043296814,0.8652027249336243,0.8797089457511902,4
89,2.898547146827418e-06,2.5260698057749664e-06,0.9618874788284302,0.9589604139328003,0.9604216814041138,4
90,2.5232581218112806e-06,2.686708232779722e-06,0.9692424535751343,0.9459659457206726,0.957462728023529,4
91,2.467225775412827e-06,2.433911785892917e-06,0.9696741700172424,0.954601526260376,0.9620788097381592,4
92,2.534417475163933e-06,2.5313786116143433e-06,0.9573633670806885,0.9639772772789001,0.960658848285675,4
93,2.4673883279792916e-06,2.587930240771641e-06,0.9688097834587097,0.9579735398292542,0.9633611440658569,4
94,2.4731747954883726e-06,2.9643118013567005e-06,0.9806792736053467,0.930915355682373,0.9551495313644409,4
95,2.449911136430858e-06,2.444128229583953e-06,0.9611626863479614,0.9627436399459839,0.9619525074958801,4
96,2.4482421031518875e-06,4.552851864403351e-06,0.9829884767532349,0.8791841268539429,0.9281930327415466,4
97,2.4723004770073607e-06,2.58027456201404e-06,0.9758126139640808,0.9456369876861572,0.9604877233505249,4
98,2.657604563833023e-06,2.4362382742282307e-06,0.9659422039985657,0.9540258049964905,0.9599469304084778,4
99,5.510187400128757e-06,5.568721411108868e-06,0.9025437235832214,0.9162760376930237,0.9093579649925232,4
100,3.717460966680848e-06,2.5767971632006947e-06,0.9723592400550842,0.940291166305542,0.9560563564300537,4
